county,obe_21,fei_20,pi_20,aeo_20,uni_20,ieq_20,reg
Marion,1,8.5,25.5,86.199997,4.1999998,3.9000001,3
Marshall,1,8.5,26.6,81.400002,8.1000004,3.7,3
Mills,0,8.6999998,29.799999,59.700001,4.4000001,4.0999999,3
Mitchell,1,8.3999996,19.6,70.300003,7,3.8,3
Monona,1,7.9000001,30.799999,68.800003,6.5,4.5,3
Monroe,0,7.9000001,26.4,71.900002,5.8000002,3.5,3
Montgomery,0,7.5999999,24,82.099998,6.5999999,4.3000002,3
Muscatine,1,8.5,25.9,80.699997,5.1999998,3.9000001,3
O'Brien,0,8.1000004,26.700001,80.900002,5.5999999,3.9000001,3
Osceola,1,8.6000004,22,62,7.5999999,4.0999999,3
Page,1,7.3000002,27.1,80.699997,6.1999998,4.0999999,3
Palo Alto,1,8.1999998,26.700001,81.599998,4.6999998,3.7,3
Plymouth,1,9,28.700001,75.599998,5.1999998,3.5,3
Pocahontas,1,8,28.9,71.5,5.9000001,4.3000002,3
Polk,1,8.3000002,19.5,93.5,5.5,4.1999998,3
Pottawattamie,1,7.6999998,25.799999,85.599998,5.5999999,4.0999999,3
Poweshiek,1,8.1000004,23.700001,74.199997,5.5,4.4000001,3
Ringgold,0,8.3999996,26.299999,61.799999,7.5999999,4.5999999,3
Sac,1,7.8000002,26.200001,79.400002,6,3.8,3
Scott,1,8.1999998,24.5,92.900002,5,4.4000001,3
Shelby,1,8.1999998,25.4,62.200001,5.1999998,4.0999999,3
Sioux,0,9.1999998,18.9,82.5,6.6999998,3.2,3
Story,0,7,17.200001,93.099998,5.3000002,5.6999998,3
Tama,1,8.3000002,27.200001,76.800003,7.6999998,4.0999999,3
Taylor,1,8.8000002,26.200001,63.900002,6.9000001,4.1999998,3
Union,1,7.9000001,25,87.099998,6,4.4000001,3
Van Buren,0,6.6999998,23.1,59.299999,7.9000001,3.7,3
Wapello,0,6.4000001,26.6,74.599998,6.8000002,4.5999999,3
Warren,1,8.8000002,17.5,72.599998,3.9000001,3.7,3
Washington,0,8.8000002,21.4,78.300003,5.9000001,3.4000001,3
Wayne,1,7,31.299999,54.5,7.4000001,3.5999999,3
Webster,1,7.5,25,75.199997,5.9000001,4.3000002,3
Winnebago,1,8.3000002,28.4,86.900002,5.0999999,3.7,3
Winneshiek,0,8.6000004,27.4,77.5,4.6999998,3.8,3
Woodbury,1,7.9000001,26.4,94.5,8.1000004,4.1999998,3
Worth,0,8.6000004,26.799999,68.400002,5.6999998,3.7,3
Wright,1,8.6000004,27.700001,74.699997,7,4.1999998,3
Allen,1,6.3000002,30.700001,78.5,9.1000004,4.4000001,3
Anderson,1,7.4000001,26.700001,54.5,10.4,4,3
Atchison,1,7.1999998,32.700001,74.5,7.4000001,4.8000002,3
Barber,0,7.9000001,27.200001,54.900002,13.9,5.3000002,3
Barton,1,7.5,27.5,74.800003,12.9,4.4000001,3
Bourbon,1,7.0999999,31.5,43.099998,10.3,4.5999999,3
Brown,1,7.9000001,33.400002,56.400002,10.5,3.5999999,3
Butler,1,7.9000001,27.1,67.900002,7.9000001,4,3
Chase,1,5.4000001,24.5,68.300003,10.3,4.3000002,3
Chautauqua,1,6.6999998,30.799999,17.299999,16.299999,4,3
Cherokee,1,7.6999998,31.6,40.599998,10.6,4.1999998,3
Cheyenne,1,8.3999996,27.6,72.400002,13.5,4.5,3
Clark,1,5.6999998,30.4,41.900002,12.5,4.0999999,3
Clay,0,7.9000001,28.9,73.300003,8.1999998,3.5999999,3
Cloud,1,7.1999998,29.200001,66.300003,9.1999998,3.9000001,3
Coffey,1,7.3000002,27.200001,56.5,7.6999998,4.6999998,3
Comanche,0,8.6000004,31.4,55.5,14.5,3.8,3
Cowley,1,6.9000001,28.1,70.5,10.4,4.4000001,3
Crawford,0,6.3000002,27.6,77.300003,11.9,5.1999998,3
Decatur,1,7.0999999,34.099998,46.799999,12.6,4.8000002,3
Dickinson,1,8.1000004,31.6,69.800003,9.8000002,4.9000001,3
Doniphan,1,6.4000001,31.299999,27.5,9.8999996,4.5,3
Douglas,0,7.3000002,17.1,91,9.1999998,5.1999998,3
Edwards,1,8.5,28.299999,71.300003,17.1,3.5,3
Elk,1,4.5999999,33.200001,29,14.1,3.9000001,3
Ellis,0,7.5,26.5,89.900002,8.8000002,5.1999998,3
Ellsworth,1,7.5999999,29,63.599998,8.6000004,4.5999999,3
Finney,1,8.3999996,28.299999,75,14.9,3.5999999,3
Ford,0,8.6999998,27.1,77.800003,18,3.5999999,3
Franklin,1,6.6999998,25.5,61.599998,8,3.5,3
Geary,1,6.3000002,23.200001,79.900002,7.9000001,3.2,3
Gove,0,7.4000001,30.1,58.599998,15.8,3.9000001,3
Graham,0,7.6999998,34.299999,70.5,11.7,4,3
Grant,1,9.5,28.6,81,17,3.7,3
Gray,0,7.9000001,29.799999,45.900002,17.9,3.0999999,3
Greeley,1,5.8000002,33.900002,.40000001,13.8,3,3
Greenwood,1,6.5999999,31.799999,59.900002,11.1,4,3
Hamilton,1,5.5999999,26.9,80.300003,23.4,3.0999999,3
Harper,0,7.4000001,35.400002,70.300003,13.9,4.3000002,3
Harvey,0,8.1000004,25.5,84.900002,10.2,3.9000001,3
Haskell,1,5.9000001,28.9,44.900002,21.9,3.7,3
Hodgeman,1,8,23.799999,53.5,14.2,3.7,3
Jackson,1,8.1000004,27.9,49,9.6999998,3.5999999,3
Jefferson,1,8.6999998,24.5,53.400002,9.1000004,3.4000001,3
Jewell,0,7.5,24.9,44.400002,12.3,4.5999999,3
Johnson,0,8.6000004,17.5,94.599998,7.1999998,4,3
Kearny,1,6.4000001,24.1,63.5,17.299999,3.9000001,3
Kingman,0,7.8000002,32.5,52.799999,9.3000002,3.8,3
Kiowa,1,5.3000002,29.700001,19.1,13.2,3.7,3
Labette,1,7.3000002,32.799999,63.700001,10.5,4.0999999,3
Lane,1,8.1999998,31.5,2,13.8,4.5,3
Leavenworth,1,7.5,25.1,82.300003,6.8000002,4.0999999,3
Lincoln,0,7.5999999,23.200001,20.5,10.7,3.7,3
Linn,1,7.5,33.700001,63.599998,11.5,5.0999999,3
Logan,0,8,26.799999,76.099998,10.1,3.7,3
Lyon,1,7.5,23.1,70.900002,12.3,4.4000001,3
McPherson,0,8,21.5,77,9,3.9000001,3
Marion,1,7.6999998,28.799999,52.299999,10.7,3.7,3
Marshall,1,8.1999998,28.799999,50.400002,8.5,3.9000001,3
Meade,1,7.1999998,30.700001,67.900002,15.3,4,3
Miami,0,8.5,29.5,62.200001,7.1999998,4,3
Mitchell,0,7.8000002,26.299999,79.099998,10.2,4.0999999,3
Montgomery,1,7,32.299999,74.599998,12.6,4.5,3
Morris,1,8,30.9,51.700001,10.9,4.3000002,3
Morton,1,8.1999998,31.4,93.099998,15.9,4.1999998,3
Nemaha,1,8.1000004,31.1,40.799999,8.3999996,4.1999998,3
Neosho,1,7.5,29.9,73.800003,9.1999998,4.4000001,3
Ness,1,8,28.200001,21.5,16.1,4,3
Norton,0,7.5999999,28.700001,64.099998,10.3,4,3
Osage,1,7.9000001,29.1,61.599998,10,3.9000001,3
Osborne,1,7.3000002,30.299999,47,12.3,5,3
Ottawa,1,8,30.5,36.099998,9.3999996,3.4000001,3
Pawnee,1,8,31.200001,64.599998,8.8999996,3.3,3
Phillips,1,7.6999998,34.700001,39.099998,11.1,3.5,3
Pottawatomie,1,8.6999998,26.299999,74.300003,7.3000002,4,3
Pratt,0,8,27.799999,74,10.6,3.7,3
Rawlins,0,7.9000001,28.200001,59.200001,13.8,4.1999998,3
Reno,1,7.5999999,27,64.199997,10.7,3.9000001,3
Republic,1,7.5999999,29.9,47.099998,10.5,3.7,3
Rice,1,7.8000002,29.5,66.5,11,4.6999998,3
Riley,0,5.6999998,16.6,90.099998,9,4.8000002,3
Rooks,1,8,29.9,66,10.9,4,3
Rush,1,8.1000004,32.799999,41.799999,10.7,4.5999999,3
Russell,1,7.5,30.200001,63.799999,12.4,3.4000001,3
Saline,1,7.9000001,28,83.400002,9.6000004,4.0999999,3
Scott,1,9,30,80.900002,11.8,3.2,3
Sedgwick,0,7.1999998,25.5,85.199997,11.4,4.5,3
Seward,1,9.1999998,25.1,83.699997,19.5,3.7,3
Shawnee,1,7.4000001,24.799999,93,8.8999996,4.3000002,3
Sheridan,0,8.1000004,26.1,62.900002,19.6,3.3,3
Sherman,1,5.9000001,28.799999,82,10.1,3.5,3
Smith,1,7.3000002,28.6,48.599998,13,4.5,3
Stafford,1,7.8000002,24.1,67.5,16.799999,4.0999999,3
Stanton,1,9,32,71.699997,18.1,5.0999999,3
Stevens,1,8.6000004,25.9,55.799999,16.4,4.5999999,3
Sumner,1,7.5,31.9,54.700001,9.6999998,5,3
Thomas,1,7.5999999,30.700001,77.699997,9.3000002,4.4000001,3
Trego,1,8.5,31.200001,71,9.8999996,3.7,3
Wabaunsee,1,7.5999999,23.700001,16.799999,7.4000001,3.5,3
Wallace,0,6,25.5,38.799999,13.3,4.1999998,3
Washington,0,7.0999999,28,35.400002,12.5,3.5,3
Wichita,1,6.0999999,31.1,73.800003,19.9,3.9000001,3
Wilson,1,7.5,37.5,57.900002,9.8999996,4.1999998,3
Woodson,1,7.0999999,26.200001,43,12,4.6999998,3
Wyandotte,1,6.4000001,32.900002,90,15.5,4.4000001,4
Adair,1,7.4000001,33.099998,60.099998,6.6999998,4.8000002,4
Allen,1,8,39.400002,37,7.0999999,4.5,4
Anderson,1,8,34.5,75.800003,5.3000002,4,4
Ballard,1,7.6999998,38.599998,48.200001,6.4000001,5.3000002,4
Barren,1,7.5,37.700001,66.300003,7,4.0999999,4
Bath,1,7.5999999,37,39.599998,7.3000002,4.5,4
Bell,1,5.5999999,37.5,84.5,6.8000002,5.4000001,4
Boone,1,8.3000002,24.700001,84.800003,4.1999998,3.9000001,4
Bourbon,0,7.4000001,31.1,72.400002,8.1999998,4.4000001,4
Boyd,1,6.9000001,31.5,74.099998,5.4000001,5.4000001,4
Boyle,0,6.9000001,20.9,70.599998,5.3000002,4.8000002,4
Bracken,1,7.9000001,31.200001,.2,6.3000002,5.5999999,4
Breathitt,1,6.0999999,34,57.299999,6.5999999,6.9000001,4
Breckinridge,0,7.6999998,25.4,42.599998,7.8000002,4.5,4
Bullitt,1,8,28.200001,73.699997,4.9000001,3.7,4
Butler,1,7.5,31.4,20.4,7.9000001,4.5999999,4
Caldwell,1,7.5999999,28,6.3000002,5.8000002,4.5,4
Calloway,1,7.4000001,27,73.300003,6.6999998,6,4
Campbell,1,7.6999998,23.9,94.900002,4.5,4.8000002,4
Carlisle,0,8,33.200001,7.6999998,7.4000001,4.5999999,4
Carroll,0,6.0999999,30,72.400002,7.5999999,5.6999998,4
Carter,1,7.3000002,39.799999,50.400002,6.3000002,6,4
Casey,0,7.5999999,31.299999,0,8.5,5.1999998,4
Christian,1,6.1999998,31.4,54.799999,6.1999998,4.5999999,4
Clark,1,8,27.200001,78.699997,5.4000001,4.5,4
Clay,1,6.1999998,35.299999,99,8,6.4000001,4
Clinton,1,7.8000002,36,29.5,8.1000004,4.8000002,4
Crittenden,1,8.1000004,29.799999,7.0999999,6.5999999,4.6999998,4
Cumberland,1,7.6999998,32.299999,11.5,7.5,5.9000001,4
Daviess,0,7.8000002,27.4,79,5.5999999,4.5,4
Edmonson,1,7.9000001,23.5,43.099998,7.6999998,4.6999998,4
Elliott,1,6.8000002,36.299999,41.799999,6.1999998,5.5,4
Estill,1,6.9000001,37.099998,63.299999,7.0999999,5.9000001,4
Fayette,0,7.1999998,20.299999,98.699997,7.4000001,5,4
Fleming,1,7.5999999,28.1,52.400002,8.1000004,4.9000001,4
Floyd,1,6.9000001,36.900002,47.599998,6.4000001,5.4000001,4
Franklin,1,7.6999998,25.5,81.5,6,3.5999999,4
Fulton,1,6.8000002,27.1,82.5,5.9000001,5.6999998,4
Garrard,0,8.1999998,27,62.099998,7.1999998,4.0999999,4
Grant,1,7.1999998,36.599998,62.099998,6.0999999,4.9000001,4
Graves,1,7.6999998,37.799999,45.700001,7.3000002,5.1999998,4
Grayson,1,6.5999999,35.700001,62,7,4.5,4
Green,1,7.5,30.1,8.5,8.5,4.6999998,4
Greenup,1,7.1999998,32.799999,73.599998,5.3000002,4.8000002,4
Hancock,1,8.1999998,29.799999,9.3999996,4.6999998,3.4000001,4
Hardin,1,7.1999998,31.799999,54.700001,5.0999999,4.3000002,4
Harlan,1,5.6999998,32.5,59.299999,6.9000001,5.5999999,4
Harrison,0,8,31.799999,36.700001,6.5,5.3000002,4
Hart,0,7.5,35.400002,39.799999,7.5999999,5,4
Henderson,1,7.5,31.200001,75.099998,5.5999999,4.8000002,4
Henry,1,8.1000004,24,32.299999,7,4.1999998,4
Hickman,0,8,35.400002,13.2,6.8000002,5,4
Hopkins,1,7.1999998,33.099998,53,6.5999999,4.9000001,4
Jackson,1,7.0999999,36.900002,72.099998,7.0999999,4.9000001,4
Jefferson,0,7.4000001,24.9,91,6.3000002,4.9000001,4
Jessamine,1,7.6999998,29.200001,79.300003,7.5999999,4.6999998,4
Johnson,1,6.8000002,36,72.099998,6.4000001,6.1999998,4
Kenton,1,7.8000002,25.4,92.400002,5.8000002,4.3000002,4
Knott,1,7.0999999,40.299999,30.5,7.6999998,5.3000002,4
Knox,1,6.3000002,34,45.200001,6.9000001,6.1999998,4
Larue,1,8.1999998,31.1,55.299999,6.9000001,3.9000001,4
Laurel,1,7.3000002,34.700001,57.400002,6.9000001,5.0999999,4
Lawrence,1,6.6999998,32.900002,49.900002,6.8000002,5.5999999,4
Lee,1,7,33,78.5,6.4000001,6.8000002,4
Leslie,1,6.6999998,34.099998,100,7.5,6.5999999,4
Lewis,1,7.3000002,37.400002,51.599998,7,6.6999998,4
Lincoln,0,6.6999998,27.1,38.299999,7.9000001,4.8000002,4
Livingston,1,7.4000001,31.200001,43.599998,6,4.4000001,4
Logan,1,7.4000001,28.5,40.5,6.9000001,4.6999998,4
Lyon,0,8.1999998,31.200001,68.400002,6.4000001,4.0999999,4
McCracken,0,7,28.299999,75.300003,5.9000001,5.3000002,4
McCreary,1,6.5999999,39.299999,100,7.6999998,5.1999998,4
McLean,1,8.1999998,31.799999,2.2,6.6999998,5,4
Madison,1,6.9000001,23.200001,65.599998,6.1999998,5.3000002,4
Magoffin,1,6.4000001,31.5,5.9000001,8.1999998,6,4
Marion,1,8,38.200001,48.200001,6.3000002,5,4
Marshall,1,8.3999996,28,57.400002,6.0999999,4.6999998,4
Martin,1,7.1999998,35,48.900002,7.3000002,5.8000002,4
Mason,1,7.0999999,32.099998,68.699997,6.5999999,5.8000002,4
Meade,1,7.6999998,30,46.900002,5.8000002,3.7,4
Menifee,1,7.8000002,33.700001,84.199997,7.0999999,5.5,4
Mercer,0,7.3000002,28.6,61.700001,6.6999998,5.1999998,4
Metcalfe,1,8,33.299999,54.700001,6.5999999,5,4
Monroe,1,7.8000002,35.599998,45.700001,8.1999998,5.8000002,4
Montgomery,1,7.1999998,34.700001,66.699997,6.1999998,4.4000001,4
Morgan,1,6.6999998,33.200001,56.799999,7.8000002,5,4
Muhlenberg,1,7.5999999,34.799999,51.799999,6.8000002,4.8000002,4
Nelson,1,8.1999998,26.700001,75,5.1999998,4.0999999,4
Nicholas,1,7.5,37,13.5,8.1000004,4.8000002,4
Ohio,0,7.1999998,39,39.5,6.1999998,4.3000002,4
Oldham,0,8.6000004,20.200001,94,3.8,3.9000001,4
Owen,0,7.9000001,34.799999,15.4,6.4000001,4.5,4
Owsley,1,6.9000001,26.1,86.699997,6.0999999,8.6999998,4
Pendleton,1,8.3000002,26.799999,35.099998,6.0999999,5,4
Perry,1,7.3000002,35.900002,78.800003,6.6999998,5.9000001,4
Pike,1,7.3000002,37.900002,45.099998,6.9000001,6,4
Powell,0,7.5,29.799999,86.400002,6.4000001,5.1999998,4
Pulaski,1,7,32.700001,72.900002,6.9000001,5.5999999,4
Robertson,0,4.3000002,29.5,3,7.5999999,5.6999998,4
Rockcastle,1,7.8000002,35.5,31.1,6.4000001,5.0999999,4
Rowan,1,7,29.299999,97.599998,7.0999999,5.3000002,4
Russell,1,7.5999999,34.299999,84,8.1000004,4.6999998,4
Scott,1,7.8000002,26.799999,82.300003,5.3000002,3.9000001,4
Shelby,1,8.3000002,26.5,73.599998,8,4.5999999,4
Simpson,1,7.4000001,24.4,78.099998,6.0999999,4,4
Taylor,1,6.9000001,31.9,83.199997,6.3000002,4.8000002,4
Todd,1,8,39,2,8.8999996,5.0999999,4
Trigg,1,7.5999999,30,59.5,7.4000001,4,4
Trimble,1,8.1999998,33.099998,62.099998,6.4000001,5.0999999,4
Union,1,7.0999999,36.700001,61.799999,7.3000002,4.1999998,4
Warren,0,7.4000001,23.700001,54.599998,7.3000002,4.5999999,4
Washington,1,7.5999999,25.200001,2.5999999,7.4000001,4.5999999,4
Wayne,1,6.9000001,36.900002,65.5,7.8000002,4.5,4
Webster,1,7.9000001,31.4,28.9,8.3000002,4.9000001,4
Whitley,1,7,36.299999,79.5,6.1999998,5.5999999,4
Wolfe,1,6.5,37.900002,54.099998,6.6999998,5.0999999,4
Woodford,0,7.5,22.6,76.800003,7.4000001,4.4000001,4
Acadia,1,7.8000002,35.299999,42.5,10.7,5.8000002,4
Allen,0,7.3000002,40.700001,73.199997,9.3000002,5.0999999,4
Ascension,1,8.1000004,30.799999,72.699997,7.0999999,4.8000002,4
Assumption,1,6.6999998,34.099998,35.400002,10.3,5.8000002,4
Avoyelles,1,6.5999999,35.799999,24.4,10.2,6.1999998,4
Beauregard,1,7.1999998,27.5,15.5,9.5,5.5999999,4
Bienville,1,6.0999999,25.799999,21.4,9,6.5999999,4
Bossier,1,7.5,27,76.300003,8.6999998,4.5,4
Caddo,1,5.8000002,30.799999,85.199997,8.6000004,5.5999999,4
Calcasieu,1,7.3000002,29.799999,74.699997,8.8000002,5.0999999,4
Caldwell,1,7.5,27.299999,37.200001,11.1,6.5999999,4
Cameron,1,9,33.400002,60.5,9.3999996,4.3000002,4
Catahoula,1,6.5999999,39.700001,16.200001,10.7,7,4
Claiborne,1,6.0999999,34.900002,39.299999,11.1,5.0999999,4
Concordia,1,5.3000002,38.700001,30.9,9.8999996,5.3000002,4
De Soto,1,6.5,32.599998,43.799999,9.6000004,6.6999998,4
East Baton Rouge,1,6.5,28.5,97.5,8.6000004,5.5,4
East Carroll,1,3.5,27.5,60.299999,8.1999998,6.1999998,4
East Feliciana,1,7.3000002,26.5,46.799999,8.1999998,5.5999999,4
Evangeline,1,6.0999999,36.299999,56.099998,10,5,4
Franklin,1,6.4000001,36.5,38,11.7,5.8000002,4
Grant,1,7.3000002,41.400002,69.5,9.3999996,4.9000001,4
Iberia,1,6.8000002,28.799999,63,10.3,5,4
Iberville,1,7.0999999,21,48.5,8.5,5.0999999,4
Jackson,1,6.5,29,23,9.8999996,6.4000001,4
Jefferson,1,7.9000001,26.799999,97.800003,11.6,4.9000001,4
Jefferson Davis,1,7.8000002,33.200001,44.700001,10.4,6.0999999,4
Lafayette,0,7.5,25.799999,86.400002,10.1,5.5,4
Lafourche,1,7.6999998,32,60.400002,11.9,5.0999999,4
La Salle,1,7.5,31.799999,57,12,5.9000001,4
Lincoln,1,5.1999998,30.700001,47.400002,9.6999998,6.5,4
Livingston,1,8.5,31,78.5,8.8999996,4.5999999,4
Madison,1,5.3000002,38.599998,85.199997,9,5.8000002,4
Morehouse,1,5.3000002,33,73.900002,9.1999998,5.4000001,4
Natchitoches,1,5.3000002,28.299999,69.099998,9.6000004,6.8000002,4
Orleans,0,5.8000002,23.9,94.099998,9.8999996,7.4000001,4
Ouachita,1,6,31.4,78.300003,8.3999996,6.0999999,4
Plaquemines,1,7.0999999,26.9,45,11.7,6,4
Pointe Coupee,1,7.3000002,26.4,33.799999,9.8999996,6.3000002,4
Rapides,1,6.1999998,30.5,80,9.6000004,5.3000002,4
Red River,0,6.8000002,34.099998,53.200001,8.8000002,6.3000002,4
Richland,1,6.5,34.400002,43.599998,9.8000002,5.5999999,4
Sabine,1,7.0999999,36.799999,26.299999,12.6,5.6999998,4
St. Bernard,1,6.4000001,32.799999,56.599998,10.2,5,4
St. Charles,1,7,24.799999,81.099998,7.4000001,4.5999999,4
St. Helena,0,6.5999999,31.1,18.700001,10.1,6.5,4
St. James,1,6.6999998,35.400002,31.799999,7.0999999,6.1999998,4
St. John the Baptist,1,6.4000001,32,82.5,8.6000004,5,4
St. Landry,1,6.1999998,31.9,51.799999,9.8000002,6.5,4
St. Martin,1,7.8000002,32.5,59.900002,9.8999996,5.0999999,4
St. Mary,1,6.1999998,36.599998,89.099998,10.6,4.5999999,4
St. Tammany,0,8.3999996,22.299999,81.300003,8.8999996,4.8000002,4
Tangipahoa,1,6.6999998,33.700001,67.900002,10.1,5.5999999,4
Tensas,1,4.4000001,33.200001,15.3,11,5.5,4
Terrebonne,1,7,31.1,80.699997,12,5.5,4
Union,1,7.1999998,31.9,39.700001,10.2,6.1999998,4
Vermilion,1,8.1000004,33.599998,59.599998,10.7,5,4
Vernon,1,6.1999998,31.6,66.300003,8.3000002,4.3000002,4
Washington,1,7,36.799999,39.400002,10.1,5.8000002,4
Webster,1,5.9000001,31,51,9.3999996,4.4000001,4
West Baton Rouge,1,7.4000001,20.799999,73.599998,7.5,5.1999998,4
West Carroll,1,7.3000002,29.4,33.299999,10.8,5.5999999,4
West Feliciana,0,6.3000002,14.2,15,6.9000001,6.4000001,4
Winn,1,6,26.5,80.300003,9.1999998,5.4000001,5
Androscoggin,1,7.6999998,24.700001,84.199997,9.3999996,4.5999999,5
Aroostook,1,7.4000001,31.200001,55.599998,11.8,5,5
Cumberland,0,8,15.9,83.800003,9.1999998,4.4000001,5
Franklin,0,8.1999998,23.299999,46.799999,10.8,4.3000002,5
Hancock,0,8.1000004,18.299999,69.5,11.8,4.5,5
Kennebec,0,8,23.1,76.5,9.6999998,4.5,5
Knox,0,8,18.6,44.799999,11.7,4.1999998,5
Lincoln,0,8.3000002,19.4,56.700001,13.6,4.3000002,5
Oxford,0,8,26.200001,41,11.3,4.1999998,5
Penobscot,1,7.5,23.5,63.400002,10.9,4.9000001,5
Piscataquis,1,7.8000002,25.1,48,12.2,4.5999999,5
Sagadahoc,0,8.1999998,18.5,81.400002,8.5,3.9000001,5
Somerset,1,7.3000002,26,59.5,12.1,4.8000002,5
Waldo,0,8,20.700001,50,12.4,4.3000002,5
Washington,1,7.4000001,26.700001,52,15.6,4.8000002,5
York,0,8.3000002,21.700001,77.900002,8.6000004,4,5
Allegany,1,7.1999998,29.1,82.5,5.9000001,4.6999998,5
Anne Arundel,0,8.8999996,20.5,91.900002,5.5999999,3.7,5
Baltimore,0,8.3999996,23.5,96.300003,6.0999999,4.1999998,5
Calvert,0,9.1000004,21.4,61.400002,4.0999999,3.4000001,5
Caroline,1,8.3999996,30.799999,47.700001,8.3999996,4.3000002,5
Carroll,0,9.3999996,25.4,86.5,4.5999999,3.9000001,5
Cecil,1,8.5,28.4,81.199997,5.5999999,4,5
Charles,1,8.3000002,25.799999,77.400002,5,3.7,5
Dorchester,1,7.5999999,33.700001,67.599998,7.3000002,4.6999998,5
Frederick,0,9.3000002,22.1,92.099998,5.4000001,4,5
Garrett,1,8.8000002,28.1,72.900002,7.4000001,4.4000001,5
Harford,0,9,24.9,90.400002,4.6999998,4.1999998,5
Howard,0,9.3000002,16.700001,96.5,3.9000001,3.7,5
Kent,0,8.6999998,28.200001,57.400002,8.3999996,4.8000002,5
Montgomery,0,9.3999996,16.200001,99.800003,8,4.5,5
Prince George's,1,7.9000001,23.1,98.300003,10.8,3.8,5
Queen Anne's,0,9.3000002,23.299999,82.199997,5.4000001,3.8,5
St. Mary's,1,8.8000002,23.9,76.5,5.1999998,3.9000001,5
Somerset,1,6.1999998,34.5,61,8.5,5,5
Talbot,0,8.8000002,20.299999,75.599998,8.5,4.9000001,5
Washington,1,8.1000004,27.200001,74.599998,6.4000001,4.5999999,5
Wicomico,1,7.3000002,26.700001,77.199997,8.1000004,4.4000001,5
Worcester,1,8.1000004,26.1,89.599998,7.8000002,4.4000001,5
Baltimore City,1,6.5999999,26.5,99.599998,7.5999999,6.3000002,5
Barnstable,0,8.3999996,18.200001,91.599998,3.5,4.4000001,5
Berkshire,0,8.3999996,19.9,85.300003,3.3,4.9000001,5
Bristol,0,8.3999996,26.799999,95.5,3.7,5.3000002,5
Dukes,0,8.8999996,18.200001,88.400002,4.6999998,4.3000002,5
Essex,0,9,21.1,95.699997,3.8,5.5999999,5
Franklin,0,8.6000004,21.700001,79.199997,3.0999999,4.5999999,5
Hampden,0,8.3999996,25.700001,95.199997,3.5999999,5.5999999,5
Hampshire,0,8,16.9,85.099998,2.8,4.8000002,5
Middlesex,0,9,18.799999,97.699997,3,5,5
Nantucket,0,8.8999996,19.5,95.400002,4.4000001,3.8,5
Norfolk,0,9,19.9,93.699997,2.3,4.8000002,5
Plymouth,0,8.6999998,24.799999,86.699997,2.8,4.5999999,5
Suffolk,0,8.1000004,19.299999,99.900002,4.1999998,7.8000002,5
Worcester,0,8.6000004,23.4,92.300003,3.2,5.0999999,3
Alcona,0,8,21.700001,71.5,8.8000002,4.0999999,3
Alger,1,6.9000001,25.799999,94.300003,7.5999999,4.0999999,3
Allegan,0,8.8999996,20.4,68.199997,5.5,3.8,3
Alpena,1,8.1000004,24.5,74.900002,6.1999998,4.5999999,3
Antrim,0,8.5,29.200001,67.5,8.1000004,4,3
Arenac,1,6.9000001,30.6,69.800003,8.1000004,4,3
Baraga,0,7.4000001,24.1,25.700001,8,4.6999998,3
Barry,1,8.8000002,27.299999,56.700001,5.4000001,3.5,3
Bay,1,7.6999998,25.5,85.900002,6.0999999,4.3000002,3
Berrien,1,7.0999999,22.5,86.699997,7.3000002,4.9000001,3
Branch,1,8.3000002,29.5,62.400002,8.1000004,3.7,3
Calhoun,1,7.3000002,27,76.699997,5.5999999,4.5,3
Cass,1,8.3000002,29.799999,61.900002,7.1999998,3.5999999,3
Charlevoix,1,8.5,17.200001,83.800003,6.4000001,4.0999999,3
Cheboygan,0,7.4000001,26.5,78.099998,8.3000002,3.8,3
Chippewa,1,7.0999999,30.5,85.5,9.3000002,4.3000002,3
Clare,1,7.6999998,31.200001,65.800003,8,4.4000001,3
Clinton,1,8.3999996,23.700001,72.300003,4.5999999,3.8,3
Crawford,0,7.5999999,23.700001,99.199997,6.5,4,3
Delta,1,7.5999999,22.700001,93.300003,6.5,4.5,3
Dickinson,0,7.4000001,21,89.300003,6,4.5999999,3
Eaton,1,7.8000002,22.9,71.699997,5.5,3.5999999,3
Emmet,0,8,19.4,87.599998,7.6999998,4,3
Genesee,1,6.5999999,26.200001,85.699997,6.6999998,4.8000002,3
Gladwin,1,8.1000004,26.1,64.800003,8,4.1999998,3
Gogebic,0,7.5999999,24.299999,90.300003,7.8000002,4.8000002,3
Grand Traverse,0,8.3000002,18.200001,90.599998,6.3000002,4,3
Gratiot,1,6.8000002,20.299999,54.900002,5.6999998,4.5999999,3
Hillsdale,1,8.1999998,23.6,61,7.0999999,4.1999998,3
Houghton,0,7.5,21,78.800003,6.6999998,5.1999998,3
Huron,1,7.5999999,23.799999,60.5,6.9000001,4.0999999,3
Ingham,0,6.8000002,20.200001,89.400002,6.1999998,5,3
Ionia,1,8.3999996,25.799999,74.599998,5.8000002,3.8,3
Iosco,1,7.3000002,27.9,89.599998,7.5999999,3.7,3
Iron,0,7.9000001,23.200001,87.599998,7.0999999,4.5999999,3
Isabella,1,7.3000002,17.9,75.900002,7.6999998,5.3000002,3
Jackson,1,7.4000001,24.6,72.099998,5.6999998,4.4000001,3
Kalamazoo,0,7.3000002,19.299999,78.300003,5.5999999,4.5999999,3
Kalkaska,1,7.9000001,28.4,73.800003,8.1999998,4,3
