county,obe_21,fei_20,pi_20,aeo_20,uni_20,ieq_20,reg
Boone,39.099998,8.5,25,85.599998,4.1999998,3.7,3
Bremer,35.200001,8.8999996,21.799999,82.300003,3.9000001,4,3
Buchanan,38.5,8.5,30.5,74.699997,5.3000002,4,3
Buena Vista,35.599998,8.6999998,23.9,73.900002,11.3,3.5999999,3
Butler,33.200001,7.5999999,27.9,63.799999,5.1999998,3.7,3
Calhoun,35.200001,8.3999996,30.799999,74,5.5999999,4.4000001,3
Carroll,37.299999,8.6999998,25.6,76.199997,4.4000001,4.3000002,3
Cass,32.599998,7.5999999,21.9,76.800003,6.8000002,4.5,3
Cedar,41,8.6000004,28.4,72.199997,4.3000002,3.5,3
Cerro Gordo,34,8.1999998,20.9,92.300003,4.5999999,4.1999998,3
Cherokee,35.099998,8.6000004,27.299999,77.5,6,3.9000001,3
Chickasaw,31.299999,8.3999996,22.5,68.300003,6.4000001,3.7,3
Clarke,40.099998,8.5,27.6,67,6.4000001,4.0999999,3
Clay,29.5,8.1999998,20.700001,75.599998,5.5999999,4.8000002,3
Clayton,41.099998,8.5,24.4,73.900002,6.1999998,3.9000001,3
Clinton,34.700001,7.9000001,28.4,80.400002,4.9000001,4.5,3
Crawford,36.700001,8,27.299999,73.800003,10.4,4.4000001,3
Dallas,29.6,9.1999998,20.9,85.199997,3.9000001,3.8,3
Davis,31.200001,8.1000004,23.4,48.599998,11.3,3.9000001,3
Decatur,34.5,7.8000002,28.9,69.699997,7.1999998,5,3
Delaware,34.799999,8.6999998,26.799999,62.900002,6.1999998,3.7,3
Des Moines,36,7.4000001,27.1,75.599998,5.3000002,4.1999998,3
Dickinson,26,8.5,22.4,91.300003,4.8000002,3.9000001,3
Dubuque,37.299999,8.1000004,26.299999,84.699997,4.3000002,4,3
Emmet,36.099998,7.9000001,26.4,81.599998,6.8000002,4.1999998,3
Fayette,38.5,8.3999996,32.599998,78.199997,5.4000001,3.8,3
Floyd,43,8,29.200001,76.900002,6.5,4.4000001,3
Franklin,48.099998,8.3000002,29.799999,72.699997,7.5999999,3.8,3
Fremont,36.099998,6.8000002,26.9,45.099998,4.9000001,4.0999999,3
Greene,40.200001,8.3999996,34.299999,68.900002,5.0999999,4,3
Grundy,33.700001,8.8999996,24,71.5,3.7,3.5999999,3
Guthrie,37.599998,8.5,36.5,74.199997,6.0999999,3.8,3
Hamilton,35.900002,8.3000002,24.6,84.900002,5.6999998,4,3
Hancock,34.200001,8.5,23.1,75.699997,5.5,3.4000001,3
Hardin,41,8.5,24.200001,85.400002,5.3000002,4.0999999,3
Harrison,36.700001,8.3000002,24.9,51,5.4000001,4.0999999,3
Henry,35.700001,7.6999998,29.200001,80.300003,5.5,3.5999999,3
Howard,33.900002,7.6999998,24.5,81.099998,6.3000002,3.5,3
Humboldt,32.299999,8.1999998,22,71.900002,5.4000001,4.3000002,3
Ida,31.799999,8.8000002,30.299999,78.099998,4.8000002,4.8000002,3
Iowa,36.5,8.6000004,20,76.400002,4.4000001,3.8,3
Jackson,34.400002,8,35.599998,74.800003,5.4000001,4.3000002,3
Jasper,37.900002,8.3999996,24.6,78.5,4.1999998,4,3
Jefferson,30.299999,7.9000001,15.4,66.599998,7.5,5.5,3
Johnson,27,7.9000001,16.799999,93.199997,5.5,5.6999998,3
Jones,35,8.1999998,29.299999,74.099998,5.0999999,3.8,3
Keokuk,38.299999,7.9000001,26.799999,55.400002,6.5999999,4.1999998,3
Kossuth,39.700001,7.5999999,26.5,64.099998,5,3.9000001,3
Lee,38.5,7.5999999,30.299999,75,5.0999999,4.0999999,3
Linn,33.400002,8.3000002,22.5,91.800003,4.1999998,4,3
Louisa,37.700001,9.1000004,31.200001,67.5,8.8999996,4,3
Lucas,37,8,29.6,72.900002,5.5999999,4.0999999,3
Lyon,35,9.1000004,27.299999,68,6.3000002,3.2,3
Madison,38.099998,8.6000004,25.5,66.599998,4.8000002,3.9000001,3
Mahaska,30,7.6999998,26.9,79.400002,5.0999999,4.8000002,3
Marion,35,8.5,25.5,86.199997,4.1999998,3.9000001,3
Marshall,36.200001,8.5,26.6,81.400002,8.1000004,3.7,3
Mills,31.200001,8.6999998,29.799999,59.700001,4.4000001,4.0999999,3
Mitchell,38.200001,8.3999996,19.6,70.300003,7,3.8,3
Monona,33.400002,7.9000001,30.799999,68.800003,6.5,4.5,3
Monroe,32.200001,7.9000001,26.4,71.900002,5.8000002,3.5,3
Montgomery,32.200001,7.5999999,24,82.099998,6.5999999,4.3000002,3
Muscatine,40.099998,8.5,25.9,80.699997,5.1999998,3.9000001,3
O'Brien,27,8.1000004,26.700001,80.900002,5.5999999,3.9000001,3
Osceola,36.799999,8.6000004,22,62,7.5999999,4.0999999,3
Page,42.700001,7.3000002,27.1,80.699997,6.1999998,4.0999999,3
Palo Alto,33.200001,8.1999998,26.700001,81.599998,4.6999998,3.7,3
Plymouth,33.099998,9,28.700001,75.599998,5.1999998,3.5,3
Pocahontas,37.400002,8,28.9,71.5,5.9000001,4.3000002,3
Polk,33.5,8.3000002,19.5,93.5,5.5,4.1999998,3
Pottawattamie,41.900002,7.6999998,25.799999,85.599998,5.5999999,4.0999999,3
Poweshiek,33.900002,8.1000004,23.700001,74.199997,5.5,4.4000001,3
Ringgold,32.099998,8.3999996,26.299999,61.799999,7.5999999,4.5999999,3
Sac,36.900002,7.8000002,26.200001,79.400002,6,3.8,3
Scott,34.099998,8.1999998,24.5,92.900002,5,4.4000001,3
Shelby,33.700001,8.1999998,25.4,62.200001,5.1999998,4.0999999,3
Sioux,28.4,9.1999998,18.9,82.5,6.6999998,3.2,3
Story,28.9,7,17.200001,93.099998,5.3000002,5.6999998,3
Tama,33.400002,8.3000002,27.200001,76.800003,7.6999998,4.0999999,3
Taylor,34.099998,8.8000002,26.200001,63.900002,6.9000001,4.1999998,3
Union,36.900002,7.9000001,25,87.099998,6,4.4000001,3
Van Buren,32.5,6.6999998,23.1,59.299999,7.9000001,3.7,3
Wapello,31.700001,6.4000001,26.6,74.599998,6.8000002,4.5999999,3
Warren,36.900002,8.8000002,17.5,72.599998,3.9000001,3.7,3
Washington,32.5,8.8000002,21.4,78.300003,5.9000001,3.4000001,3
Wayne,48.599998,7,31.299999,54.5,7.4000001,3.5999999,3
Webster,37.5,7.5,25,75.199997,5.9000001,4.3000002,3
Winnebago,40.099998,8.3000002,28.4,86.900002,5.0999999,3.7,3
Winneshiek,31.299999,8.6000004,27.4,77.5,4.6999998,3.8,3
Woodbury,34.799999,7.9000001,26.4,94.5,8.1000004,4.1999998,3
Worth,32.400002,8.6000004,26.799999,68.400002,5.6999998,3.7,3
Wright,38.400002,8.6000004,27.700001,74.699997,7,4.1999998,3
Allen,39.099998,6.3000002,30.700001,78.5,9.1000004,4.4000001,3
Anderson,34.900002,7.4000001,26.700001,54.5,10.4,4,3
Atchison,37.299999,7.1999998,32.700001,74.5,7.4000001,4.8000002,3
Barber,30.4,7.9000001,27.200001,54.900002,13.9,5.3000002,3
Barton,37.400002,7.5,27.5,74.800003,12.9,4.4000001,3
Bourbon,37.200001,7.0999999,31.5,43.099998,10.3,4.5999999,3
Brown,40.099998,7.9000001,33.400002,56.400002,10.5,3.5999999,3
Butler,36.700001,7.9000001,27.1,67.900002,7.9000001,4,3
Chase,42.099998,5.4000001,24.5,68.300003,10.3,4.3000002,3
Chautauqua,34.900002,6.6999998,30.799999,17.299999,16.299999,4,3
Cherokee,40.299999,7.6999998,31.6,40.599998,10.6,4.1999998,3
Cheyenne,34.599998,8.3999996,27.6,72.400002,13.5,4.5,3
Clark,36.299999,5.6999998,30.4,41.900002,12.5,4.0999999,3
Clay,31.799999,7.9000001,28.9,73.300003,8.1999998,3.5999999,3
Cloud,38.200001,7.1999998,29.200001,66.300003,9.1999998,3.9000001,3
Coffey,41.799999,7.3000002,27.200001,56.5,7.6999998,4.6999998,3
Comanche,28.299999,8.6000004,31.4,55.5,14.5,3.8,3
Cowley,39.099998,6.9000001,28.1,70.5,10.4,4.4000001,3
Crawford,31.299999,6.3000002,27.6,77.300003,11.9,5.1999998,3
Decatur,35.900002,7.0999999,34.099998,46.799999,12.6,4.8000002,3
Dickinson,40.099998,8.1000004,31.6,69.800003,9.8000002,4.9000001,3
Doniphan,35.799999,6.4000001,31.299999,27.5,9.8999996,4.5,3
Douglas,28,7.3000002,17.1,91,9.1999998,5.1999998,3
Edwards,35.099998,8.5,28.299999,71.300003,17.1,3.5,3
Elk,33.400002,4.5999999,33.200001,29,14.1,3.9000001,3
Ellis,30.6,7.5,26.5,89.900002,8.8000002,5.1999998,3
Ellsworth,40.099998,7.5999999,29,63.599998,8.6000004,4.5999999,3
Finney,38.200001,8.3999996,28.299999,75,14.9,3.5999999,3
Ford,31.9,8.6999998,27.1,77.800003,18,3.5999999,3
Franklin,33.599998,6.6999998,25.5,61.599998,8,3.5,3
Geary,38.5,6.3000002,23.200001,79.900002,7.9000001,3.2,3
Gove,32.299999,7.4000001,30.1,58.599998,15.8,3.9000001,3
Graham,31.4,7.6999998,34.299999,70.5,11.7,4,3
Grant,35.900002,9.5,28.6,81,17,3.7,3
Gray,32.099998,7.9000001,29.799999,45.900002,17.9,3.0999999,3
Greeley,34.200001,5.8000002,33.900002,.40000001,13.8,3,3
Greenwood,34.700001,6.5999999,31.799999,59.900002,11.1,4,3
Hamilton,39.200001,5.5999999,26.9,80.300003,23.4,3.0999999,3
Harper,32.799999,7.4000001,35.400002,70.300003,13.9,4.3000002,3
Harvey,30.200001,8.1000004,25.5,84.900002,10.2,3.9000001,3
Haskell,33.299999,5.9000001,28.9,44.900002,21.9,3.7,3
Hodgeman,38.700001,8,23.799999,53.5,14.2,3.7,3
Jackson,38.299999,8.1000004,27.9,49,9.6999998,3.5999999,3
Jefferson,35.700001,8.6999998,24.5,53.400002,9.1000004,3.4000001,3
Jewell,30.200001,7.5,24.9,44.400002,12.3,4.5999999,3
Johnson,26.200001,8.6000004,17.5,94.599998,7.1999998,4,3
Kearny,38,6.4000001,24.1,63.5,17.299999,3.9000001,3
Kingman,31.200001,7.8000002,32.5,52.799999,9.3000002,3.8,3
Kiowa,35,5.3000002,29.700001,19.1,13.2,3.7,3
Labette,38,7.3000002,32.799999,63.700001,10.5,4.0999999,3
Lane,34.5,8.1999998,31.5,2,13.8,4.5,3
Leavenworth,35.400002,7.5,25.1,82.300003,6.8000002,4.0999999,3
Lincoln,31.200001,7.5999999,23.200001,20.5,10.7,3.7,3
Linn,39.5,7.5,33.700001,63.599998,11.5,5.0999999,3
Logan,32.5,8,26.799999,76.099998,10.1,3.7,3
Lyon,38.400002,7.5,23.1,70.900002,12.3,4.4000001,3
McPherson,30.1,8,21.5,77,9,3.9000001,3
Marion,40.400002,7.6999998,28.799999,52.299999,10.7,3.7,3
Marshall,37.700001,8.1999998,28.799999,50.400002,8.5,3.9000001,3
Meade,36,7.1999998,30.700001,67.900002,15.3,4,3
Miami,32.700001,8.5,29.5,62.200001,7.1999998,4,3
Mitchell,29.6,7.8000002,26.299999,79.099998,10.2,4.0999999,3
Montgomery,39.400002,7,32.299999,74.599998,12.6,4.5,3
Morris,33.799999,8,30.9,51.700001,10.9,4.3000002,3
Morton,34,8.1999998,31.4,93.099998,15.9,4.1999998,3
Nemaha,33.799999,8.1000004,31.1,40.799999,8.3999996,4.1999998,3
Neosho,37.5,7.5,29.9,73.800003,9.1999998,4.4000001,3
Ness,34.099998,8,28.200001,21.5,16.1,4,3
Norton,29.9,7.5999999,28.700001,64.099998,10.3,4,3
Osage,42.400002,7.9000001,29.1,61.599998,10,3.9000001,3
Osborne,33.700001,7.3000002,30.299999,47,12.3,5,3
Ottawa,34.700001,8,30.5,36.099998,9.3999996,3.4000001,3
Pawnee,40.5,8,31.200001,64.599998,8.8999996,3.3,3
Phillips,36.099998,7.6999998,34.700001,39.099998,11.1,3.5,3
Pottawatomie,35.5,8.6999998,26.299999,74.300003,7.3000002,4,3
Pratt,31.799999,8,27.799999,74,10.6,3.7,3
Rawlins,21.200001,7.9000001,28.200001,59.200001,13.8,4.1999998,3
Reno,34.5,7.5999999,27,64.199997,10.7,3.9000001,3
Republic,35,7.5999999,29.9,47.099998,10.5,3.7,3
Rice,38.5,7.8000002,29.5,66.5,11,4.6999998,3
Riley,25.9,5.6999998,16.6,90.099998,9,4.8000002,3
Rooks,34.799999,8,29.9,66,10.9,4,3
Rush,33.299999,8.1000004,32.799999,41.799999,10.7,4.5999999,3
Russell,33.299999,7.5,30.200001,63.799999,12.4,3.4000001,3
Saline,34.799999,7.9000001,28,83.400002,9.6000004,4.0999999,3
Scott,36.5,9,30,80.900002,11.8,3.2,3
Sedgwick,32.799999,7.1999998,25.5,85.199997,11.4,4.5,3
Seward,37.099998,9.1999998,25.1,83.699997,19.5,3.7,3
Shawnee,36.599998,7.4000001,24.799999,93,8.8999996,4.3000002,3
Sheridan,23.9,8.1000004,26.1,62.900002,19.6,3.3,3
Sherman,39.799999,5.9000001,28.799999,82,10.1,3.5,3
Smith,36.700001,7.3000002,28.6,48.599998,13,4.5,3
Stafford,33.799999,7.8000002,24.1,67.5,16.799999,4.0999999,3
Stanton,34.400002,9,32,71.699997,18.1,5.0999999,3
Stevens,39.599998,8.6000004,25.9,55.799999,16.4,4.5999999,3
Sumner,41.900002,7.5,31.9,54.700001,9.6999998,5,3
Thomas,34,7.5999999,30.700001,77.699997,9.3000002,4.4000001,3
Trego,33.900002,8.5,31.200001,71,9.8999996,3.7,3
Wabaunsee,34,7.5999999,23.700001,16.799999,7.4000001,3.5,3
Wallace,25.6,6,25.5,38.799999,13.3,4.1999998,3
Washington,32.400002,7.0999999,28,35.400002,12.5,3.5,3
Wichita,35.799999,6.0999999,31.1,73.800003,19.9,3.9000001,3
Wilson,41.099998,7.5,37.5,57.900002,9.8999996,4.1999998,3
Woodson,35.799999,7.0999999,26.200001,43,12,4.6999998,3
Wyandotte,39.599998,6.4000001,32.900002,90,15.5,4.4000001,4
Adair,40.099998,7.4000001,33.099998,60.099998,6.6999998,4.8000002,4
Allen,36.5,8,39.400002,37,7.0999999,4.5,4
Anderson,41,8,34.5,75.800003,5.3000002,4,4
Ballard,38.200001,7.6999998,38.599998,48.200001,6.4000001,5.3000002,4
Barren,36.400002,7.5,37.700001,66.300003,7,4.0999999,4
Bath,46.200001,7.5999999,37,39.599998,7.3000002,4.5,4
Bell,38.599998,5.5999999,37.5,84.5,6.8000002,5.4000001,4
Boone,36.799999,8.3000002,24.700001,84.800003,4.1999998,3.9000001,4
Bourbon,32.900002,7.4000001,31.1,72.400002,8.1999998,4.4000001,4
Boyd,39.700001,6.9000001,31.5,74.099998,5.4000001,5.4000001,4
Boyle,24.4,6.9000001,20.9,70.599998,5.3000002,4.8000002,4
Bracken,35.099998,7.9000001,31.200001,.2,6.3000002,5.5999999,4
Breathitt,40,6.0999999,34,57.299999,6.5999999,6.9000001,4
Breckinridge,30.1,7.6999998,25.4,42.599998,7.8000002,4.5,4
Bullitt,36.400002,8,28.200001,73.699997,4.9000001,3.7,4
Butler,35.299999,7.5,31.4,20.4,7.9000001,4.5999999,4
Caldwell,35.5,7.5999999,28,6.3000002,5.8000002,4.5,4
Calloway,34,7.4000001,27,73.300003,6.6999998,6,4
Campbell,35,7.6999998,23.9,94.900002,4.5,4.8000002,4
Carlisle,28.4,8,33.200001,7.6999998,7.4000001,4.5999999,4
Carroll,26.299999,6.0999999,30,72.400002,7.5999999,5.6999998,4
Carter,41.900002,7.3000002,39.799999,50.400002,6.3000002,6,4
Casey,28.9,7.5999999,31.299999,0,8.5,5.1999998,4
Christian,36.5,6.1999998,31.4,54.799999,6.1999998,4.5999999,4
Clark,39.200001,8,27.200001,78.699997,5.4000001,4.5,4
Clay,37.5,6.1999998,35.299999,99,8,6.4000001,4
Clinton,37.5,7.8000002,36,29.5,8.1000004,4.8000002,4
Crittenden,37.799999,8.1000004,29.799999,7.0999999,6.5999999,4.6999998,4
Cumberland,34.099998,7.6999998,32.299999,11.5,7.5,5.9000001,4
Daviess,29.5,7.8000002,27.4,79,5.5999999,4.5,4
Edmonson,39.5,7.9000001,23.5,43.099998,7.6999998,4.6999998,4
Elliott,39.5,6.8000002,36.299999,41.799999,6.1999998,5.5,4
Estill,34.900002,6.9000001,37.099998,63.299999,7.0999999,5.9000001,4
Fayette,28.299999,7.1999998,20.299999,98.699997,7.4000001,5,4
Fleming,39.200001,7.5999999,28.1,52.400002,8.1000004,4.9000001,4
Floyd,40.700001,6.9000001,36.900002,47.599998,6.4000001,5.4000001,4
Franklin,38.599998,7.6999998,25.5,81.5,6,3.5999999,4
Fulton,35.200001,6.8000002,27.1,82.5,5.9000001,5.6999998,4
Garrard,31.200001,8.1999998,27,62.099998,7.1999998,4.0999999,4
Grant,34.799999,7.1999998,36.599998,62.099998,6.0999999,4.9000001,4
Graves,34.400002,7.6999998,37.799999,45.700001,7.3000002,5.1999998,4
Grayson,43.5,6.5999999,35.700001,62,7,4.5,4
Green,35.900002,7.5,30.1,8.5,8.5,4.6999998,4
Greenup,40.5,7.1999998,32.799999,73.599998,5.3000002,4.8000002,4
Hancock,34.5,8.1999998,29.799999,9.3999996,4.6999998,3.4000001,4
Hardin,40,7.1999998,31.799999,54.700001,5.0999999,4.3000002,4
Harlan,40.200001,5.6999998,32.5,59.299999,6.9000001,5.5999999,4
Harrison,32.5,8,31.799999,36.700001,6.5,5.3000002,4
Hart,30.299999,7.5,35.400002,39.799999,7.5999999,5,4
Henderson,37.200001,7.5,31.200001,75.099998,5.5999999,4.8000002,4
Henry,33.599998,8.1000004,24,32.299999,7,4.1999998,4
Hickman,27.700001,8,35.400002,13.2,6.8000002,5,4
Hopkins,38.900002,7.1999998,33.099998,53,6.5999999,4.9000001,4
Jackson,42.400002,7.0999999,36.900002,72.099998,7.0999999,4.9000001,4
Jefferson,31.9,7.4000001,24.9,91,6.3000002,4.9000001,4
Jessamine,34.799999,7.6999998,29.200001,79.300003,7.5999999,4.6999998,4
Johnson,42.900002,6.8000002,36,72.099998,6.4000001,6.1999998,4
Kenton,35.200001,7.8000002,25.4,92.400002,5.8000002,4.3000002,4
Knott,43.200001,7.0999999,40.299999,30.5,7.6999998,5.3000002,4
Knox,36.900002,6.3000002,34,45.200001,6.9000001,6.1999998,4
Larue,39.099998,8.1999998,31.1,55.299999,6.9000001,3.9000001,4
Laurel,38.299999,7.3000002,34.700001,57.400002,6.9000001,5.0999999,4
Lawrence,44.799999,6.6999998,32.900002,49.900002,6.8000002,5.5999999,4
Lee,41.900002,7,33,78.5,6.4000001,6.8000002,4
Leslie,40.700001,6.6999998,34.099998,100,7.5,6.5999999,4
Lewis,43.200001,7.3000002,37.400002,51.599998,7,6.6999998,4
Lincoln,33,6.6999998,27.1,38.299999,7.9000001,4.8000002,4
Livingston,39.900002,7.4000001,31.200001,43.599998,6,4.4000001,4
Logan,36.799999,7.4000001,28.5,40.5,6.9000001,4.6999998,4
Lyon,32.200001,8.1999998,31.200001,68.400002,6.4000001,4.0999999,4
McCracken,31.299999,7,28.299999,75.300003,5.9000001,5.3000002,4
McCreary,37.700001,6.5999999,39.299999,100,7.6999998,5.1999998,4
McLean,34.299999,8.1999998,31.799999,2.2,6.6999998,5,4
Madison,36.400002,6.9000001,23.200001,65.599998,6.1999998,5.3000002,4
Magoffin,39.700001,6.4000001,31.5,5.9000001,8.1999998,6,4
Marion,37,8,38.200001,48.200001,6.3000002,5,4
Marshall,35.599998,8.3999996,28,57.400002,6.0999999,4.6999998,4
Martin,40.700001,7.1999998,35,48.900002,7.3000002,5.8000002,4
Mason,35.200001,7.0999999,32.099998,68.699997,6.5999999,5.8000002,4
Meade,34.400002,7.6999998,30,46.900002,5.8000002,3.7,4
Menifee,41.599998,7.8000002,33.700001,84.199997,7.0999999,5.5,4
Mercer,28.200001,7.3000002,28.6,61.700001,6.6999998,5.1999998,4
Metcalfe,33.700001,8,33.299999,54.700001,6.5999999,5,4
Monroe,35.200001,7.8000002,35.599998,45.700001,8.1999998,5.8000002,4
Montgomery,34.099998,7.1999998,34.700001,66.699997,6.1999998,4.4000001,4
Morgan,35.700001,6.6999998,33.200001,56.799999,7.8000002,5,4
Muhlenberg,36.400002,7.5999999,34.799999,51.799999,6.8000002,4.8000002,4
Nelson,38.799999,8.1999998,26.700001,75,5.1999998,4.0999999,4
Nicholas,35,7.5,37,13.5,8.1000004,4.8000002,4
Ohio,31.299999,7.1999998,39,39.5,6.1999998,4.3000002,4
Oldham,22.700001,8.6000004,20.200001,94,3.8,3.9000001,4
Owen,32.400002,7.9000001,34.799999,15.4,6.4000001,4.5,4
Owsley,46.700001,6.9000001,26.1,86.699997,6.0999999,8.6999998,4
Pendleton,33.299999,8.3000002,26.799999,35.099998,6.0999999,5,4
Perry,43.299999,7.3000002,35.900002,78.800003,6.6999998,5.9000001,4
Pike,39.700001,7.3000002,37.900002,45.099998,6.9000001,6,4
Powell,29.4,7.5,29.799999,86.400002,6.4000001,5.1999998,4
Pulaski,39.099998,7,32.700001,72.900002,6.9000001,5.5999999,4
Robertson,23.9,4.3000002,29.5,3,7.5999999,5.6999998,4
Rockcastle,36.5,7.8000002,35.5,31.1,6.4000001,5.0999999,4
Rowan,36.299999,7,29.299999,97.599998,7.0999999,5.3000002,4
Russell,34.700001,7.5999999,34.299999,84,8.1000004,4.6999998,4
Scott,35.700001,7.8000002,26.799999,82.300003,5.3000002,3.9000001,4
Shelby,34,8.3000002,26.5,73.599998,8,4.5999999,4
Simpson,39.099998,7.4000001,24.4,78.099998,6.0999999,4,4
Taylor,38.900002,6.9000001,31.9,83.199997,6.3000002,4.8000002,4
Todd,39.5,8,39,2,8.8999996,5.0999999,4
Trigg,36.299999,7.5999999,30,59.5,7.4000001,4,4
Trimble,38.299999,8.1999998,33.099998,62.099998,6.4000001,5.0999999,4
Union,40.099998,7.0999999,36.700001,61.799999,7.3000002,4.1999998,4
Warren,27.6,7.4000001,23.700001,54.599998,7.3000002,4.5999999,4
Washington,37.099998,7.5999999,25.200001,2.5999999,7.4000001,4.5999999,4
Wayne,41.599998,6.9000001,36.900002,65.5,7.8000002,4.5,4
Webster,38.700001,7.9000001,31.4,28.9,8.3000002,4.9000001,4
Whitley,35.599998,7,36.299999,79.5,6.1999998,5.5999999,4
Wolfe,37.599998,6.5,37.900002,54.099998,6.6999998,5.0999999,4
Woodford,31.1,7.5,22.6,76.800003,7.4000001,4.4000001,4
Acadia,40.700001,7.8000002,35.299999,42.5,10.7,5.8000002,4
Allen,28.1,7.3000002,40.700001,73.199997,9.3000002,5.0999999,4
Ascension,35.400002,8.1000004,30.799999,72.699997,7.0999999,4.8000002,4
Assumption,36.200001,6.6999998,34.099998,35.400002,10.3,5.8000002,4
Avoyelles,45.200001,6.5999999,35.799999,24.4,10.2,6.1999998,4
Beauregard,37.700001,7.1999998,27.5,15.5,9.5,5.5999999,4
Bienville,46.5,6.0999999,25.799999,21.4,9,6.5999999,4
Bossier,35.099998,7.5,27,76.300003,8.6999998,4.5,4
Caddo,42.299999,5.8000002,30.799999,85.199997,8.6000004,5.5999999,4
Calcasieu,35.700001,7.3000002,29.799999,74.699997,8.8000002,5.0999999,4
Caldwell,42.5,7.5,27.299999,37.200001,11.1,6.5999999,4
Cameron,39.099998,9,33.400002,60.5,9.3999996,4.3000002,4
Catahoula,37.700001,6.5999999,39.700001,16.200001,10.7,7,4
Claiborne,39.099998,6.0999999,34.900002,39.299999,11.1,5.0999999,4
Concordia,43,5.3000002,38.700001,30.9,9.8999996,5.3000002,4
De Soto,43.299999,6.5,32.599998,43.799999,9.6000004,6.6999998,4
East Baton Rouge,34.099998,6.5,28.5,97.5,8.6000004,5.5,4
East Carroll,47.099998,3.5,27.5,60.299999,8.1999998,6.1999998,4
East Feliciana,38.5,7.3000002,26.5,46.799999,8.1999998,5.5999999,4
Evangeline,36.700001,6.0999999,36.299999,56.099998,10,5,4
Franklin,40.599998,6.4000001,36.5,38,11.7,5.8000002,4
Grant,44.900002,7.3000002,41.400002,69.5,9.3999996,4.9000001,4
Iberia,41.200001,6.8000002,28.799999,63,10.3,5,4
Iberville,38.200001,7.0999999,21,48.5,8.5,5.0999999,4
Jackson,36.700001,6.5,29,23,9.8999996,6.4000001,4
Jefferson,33.200001,7.9000001,26.799999,97.800003,11.6,4.9000001,4
Jefferson Davis,38.700001,7.8000002,33.200001,44.700001,10.4,6.0999999,4
Lafayette,29.1,7.5,25.799999,86.400002,10.1,5.5,4
Lafourche,37.299999,7.6999998,32,60.400002,11.9,5.0999999,4
La Salle,39.900002,7.5,31.799999,57,12,5.9000001,4
Lincoln,33.400002,5.1999998,30.700001,47.400002,9.6999998,6.5,4
Livingston,38.099998,8.5,31,78.5,8.8999996,4.5999999,4
Madison,38.900002,5.3000002,38.599998,85.199997,9,5.8000002,4
Morehouse,43.200001,5.3000002,33,73.900002,9.1999998,5.4000001,4
Natchitoches,36.200001,5.3000002,28.299999,69.099998,9.6000004,6.8000002,4
Orleans,30.700001,5.8000002,23.9,94.099998,9.8999996,7.4000001,4
Ouachita,42.599998,6,31.4,78.300003,8.3999996,6.0999999,4
Plaquemines,37.700001,7.0999999,26.9,45,11.7,6,4
Pointe Coupee,35,7.3000002,26.4,33.799999,9.8999996,6.3000002,4
Rapides,39.599998,6.1999998,30.5,80,9.6000004,5.3000002,4
Red River,28,6.8000002,34.099998,53.200001,8.8000002,6.3000002,4
Richland,36.799999,6.5,34.400002,43.599998,9.8000002,5.5999999,4
Sabine,50.799999,7.0999999,36.799999,26.299999,12.6,5.6999998,4
St. Bernard,41.700001,6.4000001,32.799999,56.599998,10.2,5,4
St. Charles,41.700001,7,24.799999,81.099998,7.4000001,4.5999999,4
St. Helena,26.299999,6.5999999,31.1,18.700001,10.1,6.5,4
St. James,42.5,6.6999998,35.400002,31.799999,7.0999999,6.1999998,4
St. John the Baptist,47.5,6.4000001,32,82.5,8.6000004,5,4
St. Landry,37.299999,6.1999998,31.9,51.799999,9.8000002,6.5,4
St. Martin,34.400002,7.8000002,32.5,59.900002,9.8999996,5.0999999,4
St. Mary,43.299999,6.1999998,36.599998,89.099998,10.6,4.5999999,4
St. Tammany,29.299999,8.3999996,22.299999,81.300003,8.8999996,4.8000002,4
Tangipahoa,40.299999,6.6999998,33.700001,67.900002,10.1,5.5999999,4
Tensas,36.700001,4.4000001,33.200001,15.3,11,5.5,4
Terrebonne,41.799999,7,31.1,80.699997,12,5.5,4
Union,38.099998,7.1999998,31.9,39.700001,10.2,6.1999998,4
Vermilion,41.299999,8.1000004,33.599998,59.599998,10.7,5,4
Vernon,37.099998,6.1999998,31.6,66.300003,8.3000002,4.3000002,4
Washington,43.400002,7,36.799999,39.400002,10.1,5.8000002,4
Webster,35.599998,5.9000001,31,51,9.3999996,4.4000001,4
West Baton Rouge,34.299999,7.4000001,20.799999,73.599998,7.5,5.1999998,4
West Carroll,42.299999,7.3000002,29.4,33.299999,10.8,5.5999999,4
West Feliciana,30,6.3000002,14.2,15,6.9000001,6.4000001,4
Winn,43.700001,6,26.5,80.300003,9.1999998,5.4000001,5
Androscoggin,33.400002,7.6999998,24.700001,84.199997,9.3999996,4.5999999,5
Aroostook,37.700001,7.4000001,31.200001,55.599998,11.8,5,5
Cumberland,23.299999,8,15.9,83.800003,9.1999998,4.4000001,5
Franklin,32.400002,8.1999998,23.299999,46.799999,10.8,4.3000002,5
Hancock,26.700001,8.1000004,18.299999,69.5,11.8,4.5,5
Kennebec,32,8,23.1,76.5,9.6999998,4.5,5
Knox,28.200001,8,18.6,44.799999,11.7,4.1999998,5
Lincoln,25.4,8.3000002,19.4,56.700001,13.6,4.3000002,5
Oxford,32.200001,8,26.200001,41,11.3,4.1999998,5
Penobscot,34.200001,7.5,23.5,63.400002,10.9,4.9000001,5
